id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1153024742692951360,Perfect in Copacabana |Comfortable room| Br401,573192868,Pineapples,,Copacabana,-22.9688563,-43.1858949,Entire home/apt,234.0,1,39,2025-09-21,2.61,20,324,33,
1207492439761840572,Kitnet  em Curicica,543623088,Thaiane,,Curicica,-22.94874,-43.38431,Entire home/apt,65.0,3,10,2025-08-31,0.8,2,356,9,
53888312,Apartamento em Copacabana,436510619,Ana Cristina,,Copacabana,-22.97374,-43.18896,Entire home/apt,700.0,3,6,2025-03-04,0.19,1,358,2,
52458870,Fantástico Flat para receber vc e sua família.,315740743,Maicon,,Barra da Tijuca,-23.00543,-43.34053,Private room,,3,8,2025-02-04,0.22,25,0,3,
29031515,O seu apartamento está aqui Rio tudo de bom,129397440,Denise Eitel,,Leme,-22.96303,-43.17096,Entire home/apt,1000.0,35,0,,,4,365,0,
1314357317031440326,Union suítes,423065655,Ariane,,Jacarepaguá,-22.96893870445028,-43.36613304913044,Private room,318.0,1,6,2025-08-21,0.67,1,338,6,
1037122203342148353,Copa Saldanha 76,37238144,Rafaele Bispo,,Copacabana,-22.97793654612494,-43.189672864973545,Entire home/apt,320.0,4,6,2025-05-04,0.33,17,91,1,
1055835060752916109,Quarto solteiro l Copacabana e Ipanema,257217074,Jorge,,Copacabana,-22.981001066103214,-43.19582743849024,Private room,118.0,2,34,2025-09-10,1.61,3,207,27,
692977433125393504,Apartamento em condomínio com infra prox a praia.,440229421,Andre,,Recreio dos Bandeirantes,-23.02321,-43.48545,Entire home/apt,266.0,2,10,2024-05-07,0.27,1,363,0,
1325505898162266624,3 QUARTo com banheiro privado apartament flamengo,662141021,Milena Patricia,,Flamengo,-22.9377,-43.17921,Private room,217.0,2,3,2025-06-21,0.56,5,326,3,
681793508360952126,Joatinga Beach - Glamour e visual .,47584281,Renato Silva Vianna,,Barra da Tijuca,-22.97406,-43.39432,Entire home/apt,713.0,1,1,2022-11-14,0.03,160,365,0,
46936474,Marcolini -  Praia Rio - Barra da Tijuca,352008051,Alex Victor,,Barra da Tijuca,-23.00924,-43.34327,Entire home/apt,298.0,2,73,2025-09-01,1.27,39,333,3,
793519531785807921,3BDRs 200m from Copacabana Beach | NSC 905/301,6000862,Omar,,Copacabana,-22.9744406987374,-43.188440749812095,Entire home/apt,401.0,2,34,2025-05-30,1.03,232,350,6,
1417747339546611728,#112 Studio no Coração do Bairro,64517824,José Franklin,,Copacabana,-22.9682612,-43.1870783,Entire home/apt,193.0,3,10,2025-09-11,2.4,15,80,10,
1434255703849629389,Apartamento Lapa • Rio Janeiro,554535933,Ava Gardner,,Centro,-22.91396126637244,-43.18560033317916,Entire home/apt,209.0,2,2,2025-09-15,0.57,1,364,2,
43212629,"""Conforto e Tecnologia para sua Estadia!""",123460653,Alessandro,,Jacarepaguá,-22.9679,-43.39229,Entire home/apt,382.0,7,6,2025-03-27,0.09,1,131,1,
1337597478501440996,Apartamento aconchegante a beira mar de Copacabana,299770003,Nicolle,,Copacabana,-22.9672858,-43.1810419,Entire home/apt,306.0,1,3,2025-05-04,0.43,2,250,3,
1416992408414807726,Lindo apartamento de frente para o mar,499795950,Olga,,Leme,-22.96353,-43.1693,Entire home/apt,1235.0,3,4,2025-06-29,0.95,6,17,4,
5893692,ipanema luxury king bedroom,13635061,Adriana,,Ipanema,-22.98547,-43.19342,Entire home/apt,1309.0,90,24,2025-02-02,0.2,11,184,5,
1056094902042446004,Flat 5 estrelas frente mar luxo,75574034,Marcelo,,Barra da Tijuca,-23.01058,-43.32798,Private room,2250.0,1,0,,,2,269,0,
1037141538165933674,Quarto com Duas Camas de Solteiro.,316921706,Paulo,,Flamengo,-22.926997650799088,-43.17498475313187,Private room,87.0,1,7,2025-09-03,0.37,6,90,5,
17608070,Apê Barra 2 Quartos com Piscina Perto de Tudo!,119682183,Eliana,,Barra da Tijuca,-22.9737,-43.38315,Entire home/apt,383.0,3,15,2025-09-09,0.21,1,248,6,
1354378579493628903,aparmento praia 3 quartos copacabana 18,395049173,Lucilene,,Copacabana,-22.97225264370892,-43.18968346245548,Entire home/apt,1032.0,3,0,,,55,365,0,
1240772493936375326,Studio Aconchegante e Piscina no Rio,172809047,Karolline,,Santo Cristo,-22.90211,-43.20721,Entire home/apt,176.0,2,9,2025-09-05,1.15,1,41,9,
1331857885360316979,Recreio 3 quartos condomínio piscina segurança,548452335,Priscila,,Recreio dos Bandeirantes,-23.0231485,-43.5100187,Entire home/apt,386.0,2,0,,,1,33,0,
1515424049401065498,Quarto e banheiro privativos,36158856,Bruni,,Flamengo,-22.938059591880563,-43.17592891645238,Private room,164.0,1,0,,,2,60,0,
783441687183403632,Ipanema Bossa107 Amazing Loft! Novo! Decorado!,49207110,Anfitriao Gente Boa,,Ipanema,-22.9837065,-43.1995937,Entire home/apt,634.0,3,79,2025-09-18,2.39,40,59,33,
811034998556262018,Quarto com bicama de solteiro,497645619,Rosângela,,Recreio dos Bandeirantes,-23.01754,-43.47149,Private room,300.0,1,0,,,2,365,0,
1365272081593836656,Charming One-Bedroom Apartment Ipanema,518813850,Franciele,,Ipanema,-22.98269,-43.19887,Entire home/apt,346.0,4,1,2025-05-05,0.21,12,67,1,
1206850952847888975,Studio aconchegante Favela Cantagalo Ipanema,494862623,Valeria,,Ipanema,-22.9804254,-43.1982666,Entire home/apt,,3,1,2024-09-19,0.08,1,0,0,
1026096949257982299,A 500 m do metrô e da praia no Jardim Oceânico,365170576,Andrea,,Barra da Tijuca,-23.0091248,-43.3128927,Entire home/apt,500.0,2,8,2025-07-16,0.64,1,232,6,
1485445576258123850,Studio Comfort - Gym & Rooftop - Carioca Station,29408107,Zargos,,Centro,-22.91039,-43.17819,Entire home/apt,230.0,2,3,2025-09-07,2.37,29,66,3,
792978575966507846,M16 - Studio 3 minutes from Copacabana beach,51227019,Pedro,,Copacabana,-22.972093278865287,-43.1864522911564,Entire home/apt,320.0,3,86,2025-08-31,2.59,24,15,35,
633028484303448924,3 bedroom apartment for 8 people in Copa,74463624,Mozart,,Copacabana,-22.96617,-43.18287,Entire home/apt,461.0,2,73,2025-09-08,1.82,87,64,16,
1095976171704526173,Option Blue King Kitch,28309956,Rafael,,Recreio dos Bandeirantes,-23.01907,-43.48811,Entire home/apt,195.0,5,14,2025-09-01,0.73,4,173,6,
21379316,Apart-Hotel a Beira Mar no Recreio |408,11504031,Valdene,,Recreio dos Bandeirantes,-23.03045,-43.47582,Entire home/apt,,2,27,2025-05-05,0.29,15,1,4,
35512120,Conforto com espetacular vista do mar e da lagoa!,233154193,Andre,,Barra da Tijuca,-23.00969,-43.35626,Entire home/apt,416.0,4,119,2025-08-20,1.57,1,213,29,
1200081755790936076,O melhor do Rio no Coração do Largo Carioca!,297952058,Carlos Augusto,,Centro,-22.908048039437308,-43.17545845118419,Entire home/apt,178.0,2,73,2025-09-20,5.34,1,61,66,
32725574,Alugo apartamento na Barra da Tijuca (temporada),14140296,Luiz,,Barra da Tijuca,-23.01021,-43.36786,Entire home/apt,1000.0,2,4,2025-04-23,0.32,1,356,3,
40987047,Cozy Laranjeiras apto with Wallbox parking lote,15925361,Eduardo,,Laranjeiras,-22.93446,-43.18685,Entire home/apt,257.0,3,57,2025-08-14,0.83,14,184,21,
1208602320963145002,Suite vista mar - São Conrado RJ,91894937,Larissa,,São Conrado,-22.99833,-43.25586,Entire home/apt,900.0,5,1,2024-08-18,0.07,1,347,0,
1247148033380818652,Suíte Premium Rio Centro,652394437,Thais,,Camorim,-22.98019,-43.4215,Private room,,1,9,2025-03-22,0.74,1,0,9,
11060579,Suíte aconchegante em Copacabana,57406228,Martha,,Copacabana,-22.9645,-43.19171,Private room,540.0,1,21,2025-05-04,0.26,4,359,3,
12749184,Apartamento Lagoa Rodrigo Freitas,69343714,Lisete,,Lagoa,-22.9621,-43.20224,Entire home/apt,322.0,1,0,,,1,179,0,
874662290553863013,"Aconchego no Centro: 1min Metrô, 7min Aero SDU",165793892,Amanda,,Centro,-22.910192265675388,-43.17730997983429,Entire home/apt,214.0,2,119,2025-09-21,4.02,2,326,60,
1362938819489578545,Super Quarto em Copacabana,680193511,Eduarda,,Copacabana,-22.98268318238791,-43.19088303509293,Private room,315.0,1,0,,,1,360,0,
1359586155385979069,"Venha, simples e confortável.",679616233,Querem,,Andaraí,-22.9225601,-43.2434195,Private room,89.0,1,1,2025-05-04,0.2,1,364,1,
992558577503766310,Observatório Leblon vista mar ig obs_leblon 202,21646167,Bruno,,Vidigal,-22.9935067,-43.2338897,Entire home/apt,331.0,2,87,2025-09-22,3.6,4,199,44,
1048659119815907992,InfinityBarra_vista mar panorâmica/estacionamento,491350351,Fernanda,,Barra da Tijuca,-23.009924946775737,-43.365160413086414,Entire home/apt,470.0,3,56,2025-08-31,2.66,14,46,33,
1163055883917742907,Apartamento 1128 BarraBella,401842074,Nayana,,Barra da Tijuca,-23.009071345866356,-43.34480781108141,Entire home/apt,,2,1,2025-01-26,0.12,53,0,1,
1386162389645058187,Vista mar com piscina cobertura,594814201,Robert,,Recreio dos Bandeirantes,-23.0291000191308,-43.47121797502041,Entire home/apt,400.0,1,1,2025-05-05,0.21,3,346,1,
1410198860257536542,Apartamento centro do Rio-Porto Maravilha com wifi,55430842,Eliana,,Santo Cristo,-22.9010726,-43.2063649,Entire home/apt,214.0,1,7,2025-09-16,1.44,1,88,7,
1406781103899497951,Paraíso participar,470808263,Ana Caroline,,Vidigal,-22.99442771277864,-43.23950214076451,Private room,,1,1,2025-05-03,0.2,1,365,1,
13867032,"Conjugado Praia Botafogo, perto metrô, com Wi-Fi",81988142,Fernando,,Botafogo,-22.94684,-43.18196,Entire home/apt,258.0,2,3,2025-05-04,0.43,1,83,3,
1478395893719370719,Apartamento em Copanema com vaga de garagem,229095325,Luana,,Copacabana,-22.9837019,-43.1933961,Entire home/apt,304.0,2,13,2025-09-25,7.8,3,136,13,
1173564310912500040,Quarto de Solteiro Rock in Rio,372758789,Alessandra,,Jacarepaguá,-22.97228,-43.39311,Private room,495.0,1,1,2024-09-21,0.08,4,365,0,
1502255512988396073,Ap 2 Bdr |VLT Station 5 min| Pool/Gym/Rooftop/More,29408107,Zargos,,Santo Cristo,-22.90256011030929,-43.20725048669647,Entire home/apt,225.0,2,0,,,29,83,0,
19769796,Botafogo Ótima oportunidade !,108065790,Diego,,Botafogo,-22.94759,-43.18563,Entire home/apt,178.0,2,176,2025-09-25,1.82,1,284,25,
1300050986376025151,Spacious and close to Leblon beach!,508835814,Rio To Stay,,Leblon,-22.980784028433668,-43.22049401730072,Entire home/apt,948.0,5,2,2025-01-19,0.23,49,177,2,
1319238328240305925,Suíte em Copacabana,596198044,Antonio Igor,,Copacabana,-22.9824244,-43.1911586,Private room,,2,0,,,3,355,0,
1379069104557792180,Quarto Hotel Nacional - RJ,106383428,Tales,,São Conrado,-22.998140819587352,-43.25664661824703,Private room,,1,0,,,1,261,0,
1314650151326220469,Copa Sky Apartments,332411852,Jairo,,Copacabana,-22.9619031,-43.1747351,Entire home/apt,259.0,3,5,2025-04-03,0.8,1,264,5,
1425474633461273323,Casa Deck Ilha da Gigoia - Barra da Tijuca,679866010,Bruno Chiari Leao Soares,,Barra da Tijuca,-23.005208,-43.309461,Entire home/apt,257.0,2,18,2025-09-21,6.0,2,106,18,
16820504,"Apartamento em Santa Teresa, próximo à Lapa",111904138,Paolo,,Santa Teresa,-22.91649,-43.18747,Entire home/apt,252.0,1,35,2024-09-21,0.34,1,48,0,
12033288,Big and Charming Apartment in South Zone in Rio,64405847,Bruno Braga,,Catete,-22.92843,-43.17833,Entire home/apt,,3,80,2025-08-16,0.71,1,144,10,
14304504,Aluguel de Quarto,85989853,Rosalvo,,Recreio dos Bandeirantes,-23.02819061279297,-43.48817443847656,Private room,171.0,6,1,2022-09-12,0.03,1,179,0,
24333288,Quarto arejado e silencioso,183592438,Maria Verginia,,Barra da Tijuca,-23.00171,-43.37738,Private room,180.0,1,103,2025-08-03,1.18,2,82,21,
38948545,Hotel Barra da Tijuca quarto 4,297672983,Hotel,,Barra da Tijuca,-23.00951,-43.30042,Private room,252.0,1,2,2023-02-19,0.05,17,269,0,
1321100196163246060,Loft próximo à praia de Copacabana,67817730,Bruna,,Copacabana,-22.97445,-43.19197,Entire home/apt,324.0,1,8,2025-05-04,0.89,3,109,8,
1341322647831642686,Apartamento Loft studio Copacabana,674944247,Darah,,Copacabana,-22.9607306,-43.1753908,Entire home/apt,127.0,90,1,2025-03-03,0.14,2,203,1,
1455174488804567900,Apê 10 pessoas a 70m da Praia,560683815,Roberta,,Recreio dos Bandeirantes,-23.0294215,-43.4805038,Entire home/apt,682.0,2,3,2025-09-25,2.57,1,208,3,
21530726,APT conjugado LAPA  Bright and quiet apartment,7821561,Márcia,,Centro,-22.91412,-43.18848,Entire home/apt,330.0,10,43,2025-06-02,0.46,2,361,5,
1066705668227047211,Cobertura c/ Piscina Vista Linda,41202211,Luiz,,Barra da Tijuca,-23.009879559763977,-43.30880956702244,Entire home/apt,1875.0,4,13,2025-08-24,0.72,4,74,11,
13563249,Apto charmoso em frente a lagoa,76564076,Adriano,,Lagoa,-22.96201,-43.2049,Entire home/apt,2528.0,10,1,2025-05-31,0.25,1,333,1,
970199212112491493,Copa 6 P 3 q. 300 m praia Copa 800m Ipanema 1 vaga,4753049,Margareth,,Copacabana,-22.982412409245168,-43.19498727064212,Entire home/apt,492.0,3,16,2025-09-11,0.69,1,274,5,
16404272,Ipanema 2 quartos ótima localização,67331237,Ana Lucia,,Ipanema,-22.98512,-43.20446,Entire home/apt,391.0,3,55,2025-08-30,0.53,1,63,31,
795477074417460129,Apartamento próximo a praia,178275549,Marcelo,,Barra da Tijuca,-23.009852425614135,-43.29987075179815,Entire home/apt,855.0,5,2,2024-02-14,0.09,2,15,0,
1360930713354112470,Quarto de Luxo - Vista p/ o Mar,29220169,Fredson,,São Conrado,-22.9980396,-43.2568208,Private room,,1,1,2025-07-19,0.42,1,0,1,
787417052785153781,Copa perfeito moderno c/vaga esq.da praia! Amei,321818201,Maria Luisa,,Copacabana,-22.9704364,-43.18486300000001,Entire home/apt,1783.0,4,3,2024-12-02,0.1,36,1,1,
950913639809555676,Charme no Leblon a 7 min da praia com garagem,21079102,Luiz Gustavo,,Leblon,-22.980832809272588,-43.22513569146395,Entire home/apt,426.0,3,103,2025-09-05,4.05,1,114,35,
807913561954774036,Apto inteligente 230m da praia vista mar reformado,496808840,Pedro De Araujo,,Copacabana,-22.9686115,-43.1841561,Entire home/apt,,3,25,2025-03-16,0.82,1,0,13,
1481332380307270104,Quarto Aconchegante Copacabana,539765129,Flavio,,Copacabana,-22.9648315,-43.1895462,Private room,189.0,1,0,,,1,351,0,
1356054247340834716,Leblon Apartment - Best Place for you!,14608337,Ricardo,,Leblon,-22.98304638582272,-43.22243594307823,Entire home/apt,,5,1,2025-03-05,0.14,1,0,1,
947229226666225110,Loft - Leblon c/ elevador - à 8min. da praia a pé,89696705,Maria Iene,,Leblon,-22.98176,-43.22426,Entire home/apt,307.0,2,23,2025-09-21,0.88,1,236,13,
1222292,COPACABANA - Beautiful/Renovated,6667924,Paulo,,Copacabana,-22.97376,-43.19099,Entire home/apt,380.0,3,83,2025-09-03,0.56,1,258,21,
1406151059346404235,Pousada da Tia,597860951,Edineide,,Barra de Guaratiba,-23.06612025543425,-43.5687849517146,Private room,176.0,1,0,,,2,360,0,
1281470290244803890,casa completa,167055494,Wanderson,,Marechal Hermes,-22.86303030175996,-43.37548490613699,Entire home/apt,133.0,1,59,2025-09-14,5.51,3,352,59,
1089402885843092507,Hidden Gem in Rio de Janeiro!,296553612,Ana,,Barra da Tijuca,-23.00303,-43.42714,Entire home/apt,,1,1,2024-07-07,0.07,2,0,0,
1356796904971870508,Quarto Ipanema Vibe,678882511,Grace Ellen,,Ipanema,-22.9845544,-43.202623,Private room,,1,45,2025-08-28,6.05,1,0,45,
796538143205660022,"Praia Pontal Recreio Apto, vista mar. Pé na areia!",207971662,Renata Cabanez,,Recreio dos Bandeirantes,-23.0306293,-43.4806365,Entire home/apt,260.0,3,18,2025-08-20,0.57,2,128,5,
691167374982023902,Apartamento em Barra da Tijuca,272976656,Marcus Vinícius,,Barra da Tijuca,-23.01259,-43.38647,Entire home/apt,457.0,2,0,,,16,269,0,
48824649,Apartamento com excelente localização em Ipanema,31936704,Paula,,Ipanema,-22.98501,-43.20311,Entire home/apt,390.0,1,0,,,1,270,0,
1040648428089497726,"Quarto 1,ou 2 pessoas",111948576,Maria,,Ipanema,-22.98134,-43.20601,Private room,154.0,2,0,,,4,320,0,
42974021,Modern Luxury! 2-Suite Designer Apart. in Ipanema,27605480,Alessandro José,,Ipanema,-22.98554,-43.1979,Entire home/apt,698.0,3,150,2025-09-21,2.41,1,155,30,
1364812609501137600,Aproveite Copacabana: Quarto 3 min da Praia,357078569,Rogério,,Copacabana,-22.964054401170635,-43.17858121234482,Private room,150.0,1,4,2025-05-02,0.57,11,365,4,
1086954965452527155,Apartamento em Copacabana,561034280,Vera Maria,,Copacabana,-22.96656,-43.18909,Entire home/apt,,3,2,2024-09-15,0.1,1,0,0,
1068271855452356973,Copacabana casa toda sua frente à praia mm,172345271,Monica,,Leme,-22.96059,-43.16769,Entire home/apt,738.0,1,1,2025-04-21,0.19,29,273,1,
783247991713077542,"Loft na Urca, um estilo de vida!",6355587,Paulo Cesar,,Urca,-22.9507,-43.16639,Entire home/apt,200.0,5,0,,,9,35,0,
547845437378032179,Ata302| Apartment near Leblon beach,1982737,Estadia,,Leblon,-22.98429107666016,-43.22354507446289,Entire home/apt,418.0,1,91,2025-09-21,2.09,124,157,19,
1180379181757469449,Duplex penthouse with pool in Ipanema - Ipa025,468723322,Villas In Brazil,,Ipanema,-22.98451,-43.20323,Entire home/apt,,3,0,,,28,0,0,
992296237039688263,Apartamento da Dorcy,396323613,Joana,,Santa Cruz,-22.94951953177976,-43.64209949970245,Entire home/apt,86.0,1,108,2025-09-21,4.54,1,305,67,
1391471805301852460,"Copacabana Breeze, 180 m2 de puro conforto!",373421448,Gabriela,,Copacabana,-22.97301092032091,-43.18890776485205,Entire home/apt,2000.0,2,1,2025-04-21,0.19,1,355,1,
15665452,Piscina Churrasqueira,101150766,Marcos,,Guaratiba,-22.98147,-43.54893,Entire home/apt,1140.0,2,55,2025-09-21,0.77,2,285,13,
54144397,Ipanema  espaçoso e boa localização.,13272749,Sonia,,Ipanema,-22.98163,-43.1983,Entire home/apt,691.0,5,4,2025-07-25,0.75,7,195,4,
50024523,Suíte Premium a 5 min da praia de Copacabana,13793688,Monica,,Copacabana,-22.963726373287138,-43.17476565886085,Private room,114.0,4,15,2025-08-23,0.88,1,234,12,
31017682,Apartamento Em Copacabana,193195829,Alan,,Copacabana,-22.98076,-43.19483,Entire home/apt,1096.0,1,0,,,1,269,0,
1811325,★ Copacabana Beach ★ for 2 or 4 ★ Modern Apt♥ (A2),56451628,André Luiz Folly,,Copacabana,-22.97531,-43.18971,Entire home/apt,199.0,3,211,2025-09-21,1.46,4,94,38,
13915144,Charming Santa Teresa 1 Bedroom Apartment,49609288,Marcelo,,Santa Teresa,-22.92034,-43.18481,Entire home/apt,258.0,3,103,2025-08-21,0.93,1,208,20,
1048608215872055666,Studio Frente ao Mar Posto 7,325572562,Sonia Iris,,Barra da Tijuca,-23.00953,-43.35318,Entire home/apt,472.0,1,10,2025-03-04,0.47,7,269,8,
1022600756918024181,Lindo flat excelente localização,532101540,Maria Luiza,,Jacarepaguá,-22.96253377590766,-43.39976828545332,Entire home/apt,221.0,1,104,2025-09-21,4.57,1,335,53,
7891169,Private room shared bathroom in Copacabana Hostel,4168266,CabanaCopa,,Copacabana,-22.963028,-43.180695,Private room,380.0,1,0,,,8,125,0,
26393846,"Barra Tijuca, condomínio frente ao mar",198469504,Luigi,,Barra da Tijuca,-23.00825,-43.36679,Entire home/apt,,3,56,2025-05-03,0.64,1,0,7,
892795669593754919,Prime luxo 1 minuto praia copa,137221111,Mirian,,Copacabana,-22.96562545906732,-43.17864121001824,Entire home/apt,3941.0,3,5,2025-03-05,0.22,1,363,2,
27575934,Ocean view just steps from the beach,13580277,Marcio,,Copacabana,-22.96475,-43.17399,Entire home/apt,318.0,1,84,2025-09-24,1.05,49,59,34,
1302410402219571600,Apartamento na Tijuca,382225502,Juliana,,Praça da Bandeira,-22.9129,-43.21104,Entire home/apt,402.0,2,1,2025-03-04,0.14,1,360,1,
2115137,House at the seaside of Barra canal,10783448,Carmem Maria,,Barra da Tijuca,-23.01014,-43.29802,Entire home/apt,4500.0,1,74,2025-08-25,0.71,3,338,8,
1054941753474411105,Luxobrasil #RJ164 Casa Espetacular no Itanhangá Aluguel de Temporada,70646886,LuxoBrasil,,Itanhangá,-22.999668237401927,-43.30383876193286,Entire home/apt,5718.0,2,0,,,29,155,0,
634210555520701400,Apartamento no coração de Copacabana,57671630,Leander,,Copacabana,-22.96823,-43.18995,Entire home/apt,,3,7,2024-04-01,0.18,26,0,0,
1213919674136158992,Suíte em cobertura de luxo,243951787,Maria,,Barra da Tijuca,-23.00971,-43.3165,Private room,516.0,3,6,2025-05-04,0.48,3,56,4,
1086402503994160707,Apartamento Posto 5/6 Copacabana,560916762,Marcia,,Copacabana,-22.982955589409272,-43.19045853918591,Entire home/apt,332.0,3,21,2025-09-06,1.15,1,86,17,
1075439852360410695,Apê Praiano Ipanema,388065301,Claudio,,Ipanema,-22.9836856,-43.1956342,Entire home/apt,418.0,3,18,2025-09-19,0.99,1,166,12,
1040439942115245798,Amplo apartamento silencioso na Lapa,169119163,Cristiene,,Centro,-22.91418596696489,-43.18333245813847,Entire home/apt,153.0,3,35,2025-09-17,1.62,2,186,20,
32362101,Suíte na praia com vista para o mar,242335244,Marcia,,Barra da Tijuca,-23.01015,-43.35529,Entire home/apt,378.0,2,82,2023-11-22,1.07,2,140,0,
1334267243710002950,Modern & best location,48024,Gustavo,,Ipanema,-22.9838064,-43.2087043,Entire home/apt,816.0,2,19,2025-06-23,2.25,9,56,19,
1060970669575492517,"Loft com vista pro Pão de Açúcar! | A/C, Wi-Fi, TV",81067595,Amanda,,Catete,-22.9243182,-43.1787819,Entire home/apt,163.0,1,95,2025-09-18,4.57,84,181,58,
53429034,Luxury Apartment with Sea View in Arpoador,2438594,WhereInRio,,Ipanema,-22.98681,-43.19339,Entire home/apt,4284.0,3,0,,,28,327,0,
1360540425437101904,Conforto à poucos metros da praia,323312640,Camila,,Recreio dos Bandeirantes,-23.029197,-43.4840446,Entire home/apt,270.0,2,7,2025-09-22,1.02,2,146,7,
49380707,Apartamento na Lagoa Com vista deslumbrante - RJ,10709567,Cynthia,,Lagoa,-22.9619,-43.20189,Entire home/apt,349.0,2,116,2025-09-19,2.17,1,325,33,
1397438807023160022,Confortável Quarto e Sala/Proximo a tudo.,233890029,Victor,,Copacabana,-22.966067051819017,-43.18803648845544,Entire home/apt,328.0,3,3,2025-09-22,0.92,1,175,3,
32845056,Quarto  Descanso do viajante,16120213,Valcineia Machado,,Copacabana,-22.9834,-43.19083,Private room,322.0,2,49,2025-08-18,0.65,6,229,9,
34663772,Cantinho da montanha,27709253,Eliane,,Jacarepaguá,-22.96976,-43.42495,Private room,180.0,3,0,,,7,363,0,
1403069350063441762,Ruby House | A retreat in the heart of vidigal,102953248,Juliana,,Vidigal,-22.9960443,-43.2395415,Entire home/apt,241.0,1,4,2025-08-24,0.76,3,144,4,
22671636,Lindíssimo quarto na subida a Santa Teresa!,9304094,Carolina,,Centro,-22.9175,-43.18826,Private room,138.0,2,28,2025-05-04,0.31,1,354,6,
1349443172498933128,Linda casa estilo colonial,664979816,Marcelo,,Guaratiba,-22.97820334476462,-43.650297361755015,Entire home/apt,172.0,1,0,,,1,179,0,
1400063100243036946,Reformado e aconchegante perto da praia - Ipanema,24694798,Bianca,,Ipanema,-22.98303157197473,-43.21187602228468,Entire home/apt,,3,2,2025-07-27,0.39,5,0,2,
30982395,Alberto1501| Excellent apartment in Ipanema,1982737,Estadia,,Ipanema,-22.9801,-43.19816,Entire home/apt,465.0,1,2,2022-09-13,0.03,124,125,0,
708571336757627569,Casa de Juan -suíte 5 on an cute island in Barra.,84909629,Juan,,Barra da Tijuca,-23.0061,-43.30317,Private room,,2,10,2025-05-04,0.27,7,0,3,
1503636524286229903,Villa Christa Rio +,680306857,Thierry V,,Laranjeiras,-22.9407876,-43.19420299999999,Entire home/apt,2226.0,5,0,,,2,186,0,
1048594950551264912,Apartamento moderno - Copacabana,6309972,Sara,,Copacabana,-22.96886133332143,-43.180086909192205,Entire home/apt,450.0,2,39,2025-09-02,1.98,1,78,32,
726118918793196658,Lindo Apart na Barra da Tijuca/RJ com tudo incluso,462285019,Wendell,,Barra da Tijuca,-23.0010393,-43.3918582,Entire home/apt,460.0,28,0,,,1,270,0,
52838489,Modern Apartment Between the Mountains and beaches,427798726,Marcelo,,Recreio dos Bandeirantes,-23.02473,-43.51209,Entire home/apt,234.0,1,70,2025-09-06,1.46,1,311,15,
1393031121645498133,Apto 094 - Barra da Tijuca,688365403,Maria Eduarda,,Jacarepaguá,-22.97355949142969,-43.41073080897331,Entire home/apt,117.0,1,1,2025-04-18,0.18,1,139,1,
1506098481216178629,Quarto queen com vista linda em Laranjeiras,326016908,Úrsula,,Laranjeiras,-22.94304,-43.19337,Private room,346.0,1,0,,,2,43,0,
1183293756222628041,Cozy Apartment in Copacabana,156783825,Morada,,Copacabana,-22.9754947,-43.1887501,Entire home/apt,168.0,2,62,2025-09-25,4.07,23,8,52,
709512903141973998,"Flat Arpoador com Limpeza, Garagem e Linda Vista",148937129,Alessandra,,Ipanema,-22.98687,-43.18949,Entire home/apt,500.0,2,77,2025-09-01,2.18,15,76,23,
1244364762875031901,Casa Grande,79878449,João Victor,,Pavuna,-22.808406010159626,-43.367334343492985,Entire home/apt,210.0,7,2,2025-02-28,0.18,17,361,2,
1303485281209460080,Amplo e moderno na praia de Copacabana,547738089,Icony,,Copacabana,-22.9716,-43.18532,Entire home/apt,829.0,2,23,2025-09-14,2.52,13,120,23,
7169188,Room in Barra da Tijuca - Rio de Janeiro!,16038519,João,,Barra da Tijuca,-22.99929,-43.42072,Private room,90.0,1,61,2024-09-15,0.5,2,269,0,
955830924012538924,Ipanema: alto astral 24 H!,531284454,Francisco,,Ipanema,-22.9848106,-43.19896019999999,Entire home/apt,222.0,3,41,2025-09-22,1.64,1,233,15,
1371137104509696175,"Elegance, Comfort, and Sea View Copacabana",666503589,Gianmarco,,Copacabana,-22.973453696331664,-43.186634106462215,Entire home/apt,1382.0,1,4,2025-08-17,0.82,6,157,4,
45688993,Loft Planejado com muito   bom gosto no Flamengo.,13272749,Sonia,,Flamengo,-22.93717,-43.17573,Entire home/apt,312.0,3,13,2025-06-22,0.29,7,88,3,
30421425,Lindo ap na Lagoa (Ipanema/Copacabana),29126745,Cynthia,,Lagoa,-22.97606,-43.19712,Entire home/apt,255.0,2,58,2025-06-22,0.71,1,161,5,
1082091752317973777,"Apt. no Leblon, 100m da praia",63099507,Fabiani,,Leblon,-22.98645160075205,-43.22671080140077,Entire home/apt,790.0,3,12,2025-09-20,0.65,10,65,10,
998549029065587326,Lindo apto! Alugo 1 quarto,478732187,Ana Paula,,Barra da Tijuca,-23.0033171,-43.3277636,Private room,120.0,3,41,2025-09-13,1.9,1,62,22,
1359404055168893655,"Apartamento inteiro, prox. Lapa",279031046,Zanarth,,Santa Teresa,-22.915391958021544,-43.18691711279865,Entire home/apt,848.0,5,0,,,1,365,0,
